,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
766,1050084.1,Current,2018-01-15
767,601135.9,Amortization Past Due,2014-06-25
768,349998.07,Current,2018-05-08
769,599999.73,Current,2018-05-15
770,750000.26,Current,2018-06-27
771,1095999.54,Current,2018-07-09
772,6975837.93,Current,2018-07-18
773,650001.54,Current,2018-08-24
774,500001.77,Current,2018-09-04
775,883999.12,Current,2018-09-12
776,3423147.04,Current,2018-09-21
777,1368999.09,Current,2018-09-28
778,249999.71,Current,2018-10-16
779,743999.06,Current,2018-10-26
780,1463998.34,Current,2018-11-26
781,1338122.44,Current,2018-11-27
782,691998.95,Current,2018-11-27
783,668000.66,Current,2018-11-29
784,7422391.81,Current,2018-12-26
785,738402.34,Current,2018-12-28
786,948000.14,Current,2019-01-16
787,1559199.88,Items for litigation,2019-01-21
788,982400.48,Current,2019-02-26
789,1977787.08,Amortization Past Due,2019-02-28
790,951200.52,Current,2019-04-17
791,3800000.98,Amortization Past Due,2019-04-24
792,738574.02,Current,2019-04-25
793,1391199.92,Current,2019-05-14
794,1567200.76,Amortization Past Due,2019-05-23
795,1405600.14,Current,2019-06-07
796,1598399.61,Amortization Past Due,2019-06-27
797,3848800.65,Current,2019-07-03
798,1175201.05,Principal Past Due,2019-07-29
799,511699.94,Current,2019-08-28
800,1508799.82,Amortization Past Due,2019-09-19
801,499999.35,Current,2019-09-27
802,2061684.61,Current,2019-09-30
803,1491200.45,Current,2019-10-16
804,3206359.39,Current,2019-11-26
805,988799.87,Current,2019-12-11
806,1427999.21,Principal Past Due,2020-02-03
807,998400.13,Current,2020-02-20
808,1023111.7,Principal Past Due,2020-02-26
809,1392800.32,Principal Past Due,2020-02-28
810,1727880.9,Current,2020-03-11
811,751999.8,Current,2020-05-22
812,597998.45,Current,2020-09-02
813,556800.5,Current,2020-09-18
814,779998.74,Current,2020-09-23
815,518400.94,Current,2020-09-29
816,955999.08,Amortization Past Due,2020-10-02
817,11239257.35,Current,2020-10-13
818,2315699.94,Current,2020-10-19
819,636999.24,Current,2020-11-26
820,549500.1,Current,2020-12-22
821,508000.66,Current,2020-12-23
822,549501.28,Current,2021-01-06
823,699199.68,Current,2021-01-12
824,606399.47,Current,2021-01-28
825,700000.37,Current,2021-03-31
826,788999.14,Current,2021-04-27
827,1016250.1,Current,2021-04-27
828,667999.9,Current,2021-05-28
829,1267200.67,Current,2021-06-25
830,916000.94,Current,2021-08-17
831,1534147.29,Current,2021-08-25
832,3127700.42,Current,2021-08-25
833,695110.16,Current,2021-08-27
834,877501.98,Current,2021-08-27
835,1419999.33,Current,2021-10-20
836,1421811.26,Amortization Past Due,2021-10-21
837,1478520.51,Current,2021-11-10
838,8416801.45,Current,2021-11-26
839,1444801.59,Current,2021-11-26
840,1500800.27,Current,2021-11-29
841,1016249.91,Current,2021-12-15
842,1529101.75,Current,2021-12-20
843,638948.93,Current,2021-12-24
844,5410485.06,Amortization Past Due,2021-12-31
845,1039699.84,Current,2022-01-28
846,735110.92,Current,2022-02-15
847,990499.78,Current,2022-03-04
848,895199.24,Current,2022-03-10
849,1044802.13,Current,2022-03-15
850,658799.29,Current,2022-03-21
851,2609261.67,Amortization Past Due,2022-03-30
852,1425599.87,Current,2022-04-01
853,982500.84,Current,2022-04-26
854,846401.04,Current,2022-04-27
855,3181599.87,Current,2022-04-27
856,804000.45,Current,2022-05-20
857,856799.26,Current,2022-05-30
858,745000.93,Current,2022-07-19
859,920000.23,Amortization Past Due,2022-07-22
860,1175164.07,Current,2022-07-29
861,695199.8,Current,2022-08-12
862,566401.14,Current,2022-08-24
863,827197.55,Current,2022-09-08
864,1740000.93,Current,2022-09-28
865,1302398.72,Amortization Past Due,2022-09-29
866,1400800.4,Current,2022-09-29
867,1551199.69,Current,2022-10-10
868,1890000.73,Current,2022-10-20
869,3903474.86,Amortization Past Due,2022-10-28
870,842400.45,Current,2022-11-24
871,1427300.12,Current,2022-12-05
872,1303998.62,Current,2022-12-22
873,1301299.37,Current,2023-01-17
874,1581600.52,Current,2023-01-18
875,1152798.91,Amortization Past Due,2023-01-30
876,736798.42,Current,2023-03-14
877,836711.8,Current,2023-03-17
878,1508000.72,Current,2023-03-30
879,1128000.21,Current,2023-04-14
880,922400.93,Current,2023-04-18
881,660650.16,Current,2023-04-18
882,1566399.49,Current,2023-04-20
883,745598.71,Current,2023-05-08
884,976499.54,Current,2023-05-30
885,608299.63,Amortization Past Due,2023-05-31
886,695199.66,Current,2023-06-16
887,759200.96,Current,2023-06-19
888,1152800.15,Current,2023-06-29
889,1615000.14,Current,2023-07-31
890,887110.89,Current,2023-07-31
891,1246400.64,Current,2023-08-31
892,2565120.85,Current,2023-09-08
893,15106170.1,Current,2023-09-12
894,1496800.31,Current,2023-09-29
895,1105001.27,Current,2023-10-26
896,1133999.92,Current,2023-10-27
897,5000000.65,Current,2013-09-17
898,4999999.49,Amortization Past Due,2014-04-29
899,2632081.24,Current,2014-07-09
900,267919.39,Current,2014-07-09
901,1500001.78,Current,2014-10-08
902,2274727.38,Current,2015-03-16
903,3843998.99,Current,2015-07-14
904,5000001.36,Current,2015-12-22
905,3685200.33,Current,2016-05-12
906,460651.08,Current,2016-05-12
907,839200.1,Items for litigation,2016-05-18
908,1754366.5,Current,2017-02-24
909,2000001.2,Current,2017-08-01
910,4000001.42,Amortization Past Due,2017-10-18
911,500000.56,Principal Past Due,2017-12-12
912,500000.39,Principal Past Due,2017-12-27
913,1499999.28,Current,2018-08-16
914,847998.91,Current,2018-12-28
915,1518399.11,Current,2019-05-03
916,899998.71,Current,2019-08-30
917,12000000.83,Current,2019-09-18
918,2913680.23,Current,2019-11-21
919,920000.5,Amortization Past Due,2019-11-21
920,1454999.67,Current,2019-12-05
921,5000000.04,Current,2020-06-10
922,642599.49,Current,2020-07-14
923,829001.88,Current,2020-11-09
924,1599999.72,Current,2021-02-24
925,1399999.19,Current,2021-05-11
926,582000.91,Current,2021-06-08
927,625099.52,Current,2022-02-09
928,4999998.99,Current,2022-04-08
929,0.73,Current,2022-06-06
930,2039999.17,Current,2022-09-16
931,2100000.67,Current,2022-11-24
932,1520000.43,Current,2022-12-16
933,584500.46,Current,2023-02-22
934,2030001.72,Current,2023-03-21
935,3378000.31,Current,2023-05-16
936,24266807.72,Current,2023-08-30
937,3448200.01,Current,2023-08-31
938,672801.3,Current,2023-09-29
939,2030000.18,Current,2023-10-25
940,1957958.93,Current,2015-07-31
941,193566.47,Current,2015-12-01
942,3097079.92,Current,2015-12-01
943,3000000.08,Current,2016-02-11
944,1613701.41,Current,2016-02-29
945,100855.52,Current,2016-02-29
946,2866625.21,Current,2017-01-30
947,949999.32,Current,2017-04-19
948,1451522.13,Principal Past Due,2017-10-20
949,949999.66,Current,2017-12-19
950,1345599.89,Amortization Past Due,2018-06-25
951,627998.82,Current,2018-07-24
952,1165573.99,Amortization Past Due,2018-05-23
953,999998.85,Current,2018-09-21
954,630400.01,Current,2018-10-12
955,550000.18,Current,2019-04-04
956,604999.8,Current,2019-05-06
957,628000.09,Current,2019-07-09
958,628001.06,Current,2019-07-30
959,3800001.4,Current,2019-07-31
960,3126885.66,Amortization Past Due,2019-10-30
961,1000000.71,Current,2019-12-09
962,703201.42,Current,2019-12-13
963,1535200.09,Current,2019-12-27
964,888769.36,Principal Past Due,2020-02-18
965,957751.2,Current,2020-03-02
966,598398.84,Current,2020-03-06
967,878998.44,Current,2020-03-20
968,999000.59,Current,2020-03-20
969,3000001.8,Current,2020-05-29
970,837249.32,Current,2020-06-17
971,730800.04,Current,2020-06-25
972,655109.14,Current,2021-02-11
973,3416924.98,Current,2021-03-19
974,1570799.13,Current,2021-04-19
975,1254400.74,Current,2021-04-20
976,5493453.63,Principal Past Due,2021-05-24
977,1999999.43,Amortization Past Due,2021-07-21
978,1167201.95,Amortization Past Due,2021-08-17
979,451199.49,Current,2021-09-28
980,1999998.93,Current,2021-10-21
981,543199.79,Current,2021-12-29
982,1600000.87,Amortization Past Due,2022-01-28
983,1139602.25,Current,2022-02-23
984,621600.34,Current,2022-03-09
985,724798.77,Current,2022-05-31
986,1475199.58,Current,2022-08-24
987,471799.71,Current,2023-01-09
988,840801.86,Current,2023-01-23
989,547200.54,Current,2023-02-06
990,4314012.54,Current,2023-02-28
991,1057498.78,Current,2023-04-05
992,1152001.39,Current,2023-06-15
993,951719.72,Current,2023-08-23
994,617400.75,Current,2023-08-31
995,0.24,Current,2023-09-21
996,1199999.1,Current,2023-10-26
997,1355999.03,Current,2023-10-31
998,5999999.92,Current,2012-02-21
999,2000000.56,Principal Past Due,2015-07-10
1000,1500001.39,Current,2016-01-15
1001,612821.16,Principal Past Due,2016-05-25
1002,1078999.57,Principal Past Due,2016-06-03
1003,614399.33,Principal Past Due,2018-02-28
1004,839800.26,Current,2018-08-28
1005,920000.0,Amortization Past Due,2018-09-11
1006,551250.11,Current,2018-12-07
1007,1300000.59,Current,2019-01-23
1008,1370400.87,Current,2019-01-25
1009,527850.5,Current,2019-02-18
1010,1397601.12,Current,2019-03-04
1011,2500001.25,Current,2019-03-05
1012,718399.16,Amortization Past Due,2019-05-24
1013,1203999.41,Amortization Past Due,2019-07-05
1014,1033899.57,Amortization Past Due,2019-08-15
1015,3499999.2,Current,2019-08-29
1016,726400.56,Amortization Past Due,2019-09-30
1017,1028800.78,Current,2020-01-13
1018,5032714.15,Current,2020-01-31
1019,805000.62,Current,2020-10-06
1020,602701.42,Current,2020-10-08
1021,815499.26,Current,2020-10-20
1022,2054399.29,Current,2020-12-23
1023,632799.68,Current,2021-01-15
1024,1742499.39,Current,2021-03-03
1025,1137379.96,Current,2021-04-15
1026,1373165.39,Current,2021-05-14
1027,717601.55,Amortization Past Due,2021-05-27
1028,2300000.54,Current,2021-07-09
1029,1315222.45,Current,2021-07-19
1030,1931200.6,Amortization Past Due,2021-07-22
1031,1862908.81,Current,2021-07-28
1032,1315220.18,Current,2021-07-30
1033,680798.37,Current,2021-09-28
1034,566927.88,Current,2021-12-28
1035,1999998.33,Current,2022-01-31
1036,1103000.27,Current,2022-03-03
1037,1308800.17,Current,2022-03-07
1038,1376899.86,Amortization Past Due,2022-03-08
1039,740599.97,Amortization Past Due,2022-03-17
1040,1069599.74,Current,2022-04-06
1041,524998.91,Amortization Past Due,2022-04-28
1042,861000.96,Current,2022-05-26
1043,1678400.02,Current,2022-05-31
1044,1472800.26,Current,2022-06-07
1045,1143998.64,Current,2022-06-17
1046,510398.69,Current,2022-07-05
1047,970000.83,Current,2022-07-26
1048,1551200.58,Current,2022-09-08
1049,1151200.98,Current,2022-10-19
1050,1379199.85,Current,2022-12-06
1051,844798.54,Current,2023-01-10
1052,928639.98,Current,2023-02-06
1053,570751.16,Current,2023-02-16
1054,1160800.51,Current,2023-03-10
1055,1471590.02,Current,2023-03-31
1056,9444681.16,Current,2023-03-31
1057,705600.27,Current,2023-05-09
1058,653420.55,Current,2023-05-23
1059,887599.55,Current,2023-05-30
1060,563199.76,Current,2023-06-20
1061,862399.04,Current,2023-07-07
1062,906799.67,Current,2023-07-17
1063,2906856.77,Current,2023-08-02
1064,650459.49,Amortization Past Due,2023-08-17
1065,650459.36,Current,2023-10-05
1066,795718.76,Items for litigation,1994-06-29
1067,689700.21,Items for litigation,1994-06-29
1068,521663.13,Items for litigation,1995-07-07
1069,537073.87,Items for litigation,1995-07-11
1070,537838.67,Items for litigation,1996-02-09
1071,342071.08,Items for litigation,1996-12-12
1072,342071.96,Items for litigation,1997-01-15
1073,717011.6,Items for litigation,2000-01-25
1074,500879.88,Items for litigation,2000-08-14
1075,826125.24,Items for litigation,2001-02-21
1076,2096350.1,Items for litigation,2002-08-15
1077,781152.61,Items for litigation,2002-10-07
1078,927215.9,Items for litigation,2003-03-25
1079,658367.38,Items for litigation,2001-05-22
1080,1710335.81,Items for litigation,2002-03-08
1081,594768.42,Items for litigation,2005-12-21
1082,105309.62,Items for litigation,2006-01-31
1083,349999.95,Items for litigation,1994-12-23
1084,1047778.98,Items for litigation,2006-12-28
1085,700002.25,Current,2007-05-30
1086,668638.66,Items for litigation,2007-10-31
1087,2247387.43,Items for litigation,2007-11-15
1088,1368130.21,Current,2008-09-03
1089,1379199.37,Amortization Past Due,2008-09-24
1090,5199998.07,Current,2008-12-08
1091,1999999.01,Current,2008-12-11
1092,676577.18,Current,2009-03-30
1093,2447825.94,Current,2009-03-30
1094,3041279.51,Current,2009-04-30
1095,14811775.07,Current,2009-05-06
1096,1923442.01,Current,2009-09-17
1097,8337631.9,Current,2010-02-03
1098,1972431.71,Current,2010-04-13
1099,1093655.75,Principal Past Due,2010-05-06
1100,10000000.57,Current,2010-05-14
1101,3079717.73,Current,2010-06-25
1102,1371541.04,Items for litigation,2010-08-10
1103,1599999.63,Amortization Past Due,2010-08-25
1104,1799998.72,Current,2010-09-13
1105,2423106.52,Current,2010-09-16
1106,1379460.13,Items for litigation,2010-12-30
1107,685440.07,Items for litigation,2011-05-18
1108,1274489.92,Current,2011-08-12
1109,2357724.75,Current,2011-08-19
1110,7575184.76,Current,2011-12-02
1111,1091999.23,Items for litigation,2011-12-19
1112,2121266.37,Current,2012-02-03
1113,1610999.09,Current,2012-02-28
1114,635446.43,Principal Past Due,2012-02-28
1115,4347653.97,Current,2012-03-15
1116,543455.68,Principal Past Due,2012-03-16
1117,1591578.85,Current,2012-04-11
1118,7300000.45,Current,2012-07-25
1119,3500001.55,Current,2012-07-26
1120,612109.96,Amortization Past Due,2012-08-31
1121,661000.3,Items for litigation,2012-11-19
1122,1577016.07,Current,2013-01-09
1123,4991999.39,Amortization Past Due,2013-01-25
1124,1999999.79,Current,2013-02-08
1125,500001.66,Items for litigation,2013-03-15
1126,419222.2,Items for litigation,2013-03-27
1127,1020000.0,Items for litigation,2013-04-01
1128,639198.85,Items for litigation,2013-05-27
1129,3492466.87,Principal Past Due,2013-06-03
1130,2000000.03,Current,2013-07-24
1131,750000.89,Items for litigation,2013-09-05
1132,4581904.28,Current,2013-09-06
1133,572737.84,Current,2013-09-06
1134,460000.06,Items for litigation,2013-09-19
1135,1392656.88,Current,2013-09-30
1136,1226499.88,Current,2013-11-22
1137,7211235.13,Amortization Past Due,2013-11-29
1138,1359997.8,Current,2013-12-11
1139,1790000.58,Principal Past Due,2013-12-11
1140,919200.31,Items for litigation,2014-01-10
1141,2041805.0,Current,2014-01-16
1142,2066864.07,Current,2014-02-06
1143,4543997.91,Amortization Past Due,2014-02-10
1144,1499998.22,Current,2014-02-20
1145,3761163.93,Current,2014-02-21
1146,389999.71,Items for litigation,2014-03-12
1147,3300000.25,Current,2014-03-21
1148,2506599.64,Current,2014-04-01
1149,1271616.89,Amortization Past Due,2014-03-17
1150,2821160.46,Current,2014-04-30
1151,2063999.84,Current,2014-05-05
1152,1553431.82,Current,2014-05-29
1153,4310750.49,Current,2014-06-19
1154,2365719.78,Current,2014-06-25
1155,5085990.42,Current,2014-06-27
1156,635748.89,Current,2014-06-30
1157,1699998.09,Amortization Past Due,2014-06-30
1158,1195999.08,Items for litigation,2014-07-30
1159,696998.16,Current,2014-08-04
1160,827998.89,Current,2014-09-25
1161,1438399.01,Current,2014-09-29
1162,462401.45,Items for litigation,2014-09-30
1163,4571605.84,Amortization Past Due,2014-09-30
1164,3928150.87,Current,2014-08-27
1165,2799998.32,Current,2014-11-05
1166,2300001.58,Current,2014-11-27
1167,4120527.18,Current,2015-01-12
1168,5136620.64,Current,2015-01-22
1169,1967430.23,Current,2015-01-28
1170,6000000.32,Current,2015-03-12
1171,2662454.22,Current,2015-03-26
1172,2513349.45,Amortization Past Due,2015-03-26
1173,1118842.73,Amortization Past Due,2015-03-31
1174,538400.9,Items for litigation,2015-04-22
1175,7275400.78,Amortization Past Due,2015-04-24
1176,5234933.73,Current,2015-04-30
1177,1065063.28,Current,2015-05-04
1178,1809280.87,Current,2015-05-04
1179,421271.06,Current,2015-05-06
1180,661299.26,Items for litigation,2015-05-29
1181,485056.93,Amortization Past Due,2015-05-29
1182,1878000.79,Current,2015-06-26
1183,1930694.02,Amortization Past Due,2015-06-29
1184,1999998.67,Current,2015-07-21
1185,1163079.7,Current,2015-07-28
1186,908735.86,Amortization Past Due,2015-07-29
1187,4752226.76,Current,2015-07-29
1188,1452992.15,Current,2015-08-17
1189,2516993.76,Current,2015-08-20
1190,1763862.3,Current,2015-09-11
1191,614921.72,Principal Past Due,2015-09-14
1192,2159998.79,Current,2015-09-23
1193,2500000.39,Current,2015-09-29
1194,1500000.0,Items for litigation,2015-10-16
1195,2364000.19,Current,2015-10-27
1196,1136000.2,Current,2015-10-27
1197,3550960.33,Current,2015-10-30
1198,449040.94,Current,2015-10-30
1199,2061819.52,Current,2015-11-11
1200,257700.66,Current,2015-11-11
1201,3499998.82,Current,2015-11-13
1202,2267199.79,Current,2015-11-16
1203,1750001.52,Current,2015-11-27
1204,1188598.33,Amortization Past Due,2015-12-18
1205,2017471.33,Current,2015-12-21
1206,2768609.91,Current,2015-12-28
1207,1740325.12,Current,2016-01-06
1208,217539.72,Current,2016-01-06
1209,1800001.81,Current,2016-01-20
1210,815281.55,Current,2016-01-21
1211,101911.3,Current,2016-01-21
1212,2070000.23,Current,2016-01-26
1213,1745857.64,Current,2016-01-29
1214,213369.77,Current,2016-01-29
1215,1356569.97,Current,2016-01-15
1216,2120592.12,Current,2016-03-08
1217,3813707.94,Current,2016-03-14
1218,2983868.76,Current,2016-03-16
1219,5188151.24,Current,2016-03-18
1220,1980000.2,Current,2016-03-29
1221,666400.33,Principal Past Due,2016-03-31
1222,459999.14,Items for litigation,2016-04-04
1223,2533523.77,Current,2016-04-11
